smiles,selfies
NN1C2CC3C1CC1(C=CC=C4CC(=C(F)N3C3CC31OCCF)N4)N2,[N][C][=C][C][=C][C][Branch1][#C][N][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][N][O][C][C][F][C][Branch1][#C][O][C][C][C][C][C][Ring1][#Branch1][N][Ring1][=N][C][Branch1][C][F][=C][Ring2][Ring1][=Branch2][C][Ring2][Ring1][=Branch2]
NC=C1C(CCl)=CC=CC1N,[N][C][=C][C][Branch1][C][=N][C][=C][C][=C][Ring1][#Branch1][C][Cl][C][=C][C][=C][Branch1][#C][N][C][C][C][C][Branch1][Ring2][#C][N][Ring1][C][C][C][C][C][Ring1][Branch1][#C][N][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=C][=N][C][Branch2][Ring1][C][=N][C][=C][C][Branch1][C][C][=C][C][=C][NH1][=C][Ring1][O][Ring1][#Branch2][F][Branch1][C][F]
[CH]C(O)C=NC1=CC=NC(C=CC=CC(O)=C(Cl)CC=CCCl)C23CCC(CN1C2)N3,[C@H1][C][Branch1][C][O][C][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=C][C][=N][C][Branch2][Ring1][C][C][=C][C][=C][C][Branch1][C][O][=C][Branch1][C][Cl][=C][C][=C][C][Cl][Ring1][#Branch1][Ring1][#Branch1][=C][C][=N][C][Ring2][Ring1][=C]
FCC(F)N=CCOCN=C(C=NC=CCN1CC2CCC(C1)N2)C1CCNO1,[=O][N][C][C][C][Ring1][=C][C][Branch2][Ring1][C][C][=N][C][=C][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][Branch1][C][O][C][C][=N][C][Branch1][Ring2][C][Branch1][C][F][F][=N][Ring2][Ring1][=Branch2][=C][C][C][Ring1][P][N][=C][Ring2][Ring2][Branch1][C]
C=CF,[C][C@H1][Branch1][C][F][Branch2][Ring1][C][C][=N][C][Branch1][C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][N][Ring1][=Branch1][C][N][C][C][C][Branch2][Branch1][C][=N][C][=C][C][Branch1][#C][N][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][Branch2][F][C][C][C][Branch2][Branch1][Ring2][C][=C][C][=C][Ring2][Ring1][=Branch2][=C][C][=C][Ring2][C][Ring1]
CNC1(C)CCCCN1C12CC13CNCC[C@H](C3)NC=N2,[C][C][N][C][C][C@H1][Branch1][Ring2][C][Ring1][#Branch1][N][C][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring1][#Branch2][C][Ring1][=Branch1][=N][C][Ring2][Ring1][Branch2][=C][Ring2][Ring1][N]
FCCCOCCC(=C=CN=CCC12C=CCCNC1N2)C1=C=NC=C2C3CC4NC3CN1C24,[C][N][C][C][C][=C][C][Branch2][Branch1][#C][C][C][=N][C][=C][C][=Branch1][Branch2][Ring1][C][C][C][O][C][Branch1][O][C][C][F][C][N][Ring1][Branch1]<SOS>[C][N][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=C][=N][C][=C][Ring1][Branch2][Ring1][O][C][=C][C][C][Ring2][Ring1][=Branch1][C][=C][C][Ring2][Ring1][P][=N][Ring2][Ring2]
CCC=CC=CC=CC=CC=CC12CC=CNc3nc(O)cc4ccc5cc4CCn5[nH]c(F)c3NC3CC(C1)N(N)C3N2,[C][C][C][=C][C][=C][C][=C][C][=C][C][=C][C][Branch1][#C][N][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][C][=C][N][Ring1][=Branch1][C][=N][C][Branch1][C][O][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][N][Ring1][=Branch1][=N][C][Branch1][C][F][=C][Ring2][Ring1][C][NH1][Ring2][Ring1][=N][Ring2][Ring2][Ring1][F]
N=C1CN2CCCC2C1OC1CN=CNCNCCCOC=NC(N2CC3CCC(C2)N3)=N1,[N][C][NH1][C][C][Branch2][Branch1][O][C][O][C][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][#C][O][C][C][C][C][C][N][Ring1][Branch1][C][C][Ring1][Branch2][=N][C][Ring2][Ring1][=Branch1][N][=C][Ring2][Ring2][Ring1][#Branch2]
FC1=C2N=C(OCC34CCCN3CCC4)N=CN3CCOC3NC12,[C][N][C][O][C][C][N][Ring1][Branch1][C][=N][C][Branch1][#C][O][C][C][C][C][C][N][Ring1][Branch1][C][C][C][Ring1][Branch2][=N][C][Ring2][Ring1][Branch2][=C][Ring2][Ring1][N][F]
C[CH]C(F)C=C(N=C(O)C(F)C#N)N1CC2CCC(C1)N2,[C][C@@H1][C][Branch1][C][F][C][=C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][N][=C][#Branch1][C][O][C][Branch1][C][F][C][=N][Ring1][C][=N][Ring2][Ring1][#Branch2][=C]
NF,[F][N][=Branch2][=C][C][Branch2][Ring1][C][C][C][=N][C][=C][C][Branch1][#Branch2][C][N][C][=C][C][=C][C][=C][Ring1][Branch1][C][=N][C][=C][Ring1][Branch1][Branch1][C][F][C][Ring1][P][=C][Ring2][Ring1][O]
FC=C1N=CC(NCCCCCCCl)C=CC=CO1,[O][C][=C][C][=C][C][Branch1][#C][N][C][C][C][C][C][Branch1][#Branch2][C][Cl][Ring1][N][N][=C][Ring1][C][=C][C][=N][C][Ring2][Ring1][=Branch1][=C][Ring2][Ring1][C][F][C][C][=C][Ring2][Ring1][=Branch2]
C,[C]
N=CC1OC(F)C#CNC=CC(N2CC3CCC(C2)N3)=CC=NC1C=CC=CC=CC(O)=CCF,[O][C][Branch1][C][F][C][=C][Ring1][C][=N][C][=C][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=C][C][=N][C][Branch2][Ring1][C][C][=C][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][Ring1][#Branch1][=C][Branch1][C][F][C][Ring2][Ring2][Ring1][C][=N][Ring2][Ring1][O]
CC1C2CC3NC(N=CNC4=CC=COC=CC=CC4)=CC=NCC=CC=CC=C4C=CCC=C4C(=N2)NN31,[O][C][=C][C][=C][Branch1][=Branch1][C][=Branch2][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1][Branch1][C][C][C][C][N][C][=N][C][Branch1][#C][N][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][N][=C][C][=N][C][Branch2][Ring1][C][C][=C][C][=C][C][=C][C][=C][C][Branch1][O][C][=C][Ring1][=Branch1][C][Ring1][P][=N][Ring2][Ring1][=Branch1]
N=C1C(CC=CO)=NC=CC(N2CC3CCC(C2)N3)=NC1OC1CCCCN1C=O,[O][C][=C][C][Branch2][Branch1][C][C][=N][C][=C][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][#C][O][C][C][C][C][C][N][Ring1][=Branch1][C][=O][Ring2][Ring1][=N][C][Ring2][Ring1][=Branch2][=N][Ring2][Ring1][=Branch2]
C=c1ccccc1=CC=C(O)C=CC1N=CC=C(N2CC3CCC(C2)N3)C=CC(CO)C1C1CC=CC=N1,[O][C][C][Branch1][O][C][C][C][C][=C][C][=N][Ring1][=Branch1][=N][C][=C][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=C][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][O][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring2][Ring1][=Branch1]
FC1=CN=C(OCC23CCCN2CCC3)N=CC2N=C[C@H]3COC[CH]C13N2,[C][O][C][C@H1][C][C@H1][Ring1][=N][C][=N][C][Branch1][Ring2][N][Ring1][=Branch1][C][=N][C][Branch1][#C][O][C][C][C][C][C][N][Ring1][Branch1][C][C][C][Ring1][Branch2][=N][C][Ring2][Ring1][Branch2][=C][Ring2][Ring1][=Branch1][F][C][C][=C][C][=C][C][Branch2][Ring1][C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Branch1][Ring2][Ring2][Ring1][=Branch2]
FC=CC=CC=CC(F)Cl,[F][C][=C][Ring1][O][C][=C][C][=C][C][Branch1][C][F][Cl][=C][Ring1][#Branch1][C][N][=C][Ring1][O][C][=C][C][=N][C][Branch1][#C][C][N][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][#C][O][C][C][C][C][C][Branch1][C][C][Ring1][#Branch1][N][Ring1][=C][C][=N][C][Branch2][Ring1][C][C][=C][C][=C][C][Branch1][C][O][=C][C][=N]
[2H]CC=CC=CC(F)=CO,[O][C][=C][Branch1][C][F][C][=C][C][=C][C][2H][Ring1][=Branch1][=N][C][=C][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch2][Ring1][O][C][N][C][C][C][C][N][Ring1][Branch1][C@H1][C][C][Ring1][=Branch1][C][=N][Ring2][Ring1][=Branch2][=C][Ring2][Ring1][O][F][=C][C][=C][C][=C][C][Ring2][Ring1][=Branch1]
COCNC=CC1=CC=C2C=CC=CN2C(F)=C2CC3CC4CN(CC3N4)C(F)C=CN=C12,[C][O][C][N][C][=C][C][Branch2][Ring2][Ring1][=Branch2][C][=N][C][=C][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][F][C][=N][C][Branch2][Ring1][C][C][Branch1][C][O][C][=C][C][=C][C][=C][C][=C][N][Ring1][=Branch1][=C][Branch1][C][F][=C][Ring2][Ring1][=Branch2][C][Ring2][Ring1][S][Ring2][Ring1]
CC=CC=CC=CN=CC(O)CNC=C1C=CC(C2CC3=NC(CC3)O2)NC2CCCCCC2N1,[C][C][=C][C][=C][C][=C][N][=C][C][Branch1][C][O][C][Branch2][Ring2][Ring1][=N][C][=C][C][=C][C][Branch1][#C][N][C][C][C][C][C][Branch1][Branch2][C][C][Ring1][#Branch1][N][Ring1][=N][C][Branch2][Branch1][#C][O][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][=N][Ring1][=Branch1][C][=N][C][=O][Ring1][C][C][C][C][Branch1][C][O][=C][C][=C][C][=C][C][=C][Ring1][O]
FC1=C(C(F)CN2CC3CCC(C2)N3)C2=CC=CCN=C2C1F,[#C][C][=C][C][=C][C][Branch2][Ring1][Branch1][C][Branch1][C][F][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=C][Branch1][C][F][C][Branch1][C][F][C][Ring2][Ring1][C][=N][Ring2][Ring1][=C][C]
O=CC=CNCC=CC=CC=CO,[=O][C][=C][C][=C][C][=C][C][Branch2][Ring2][C][=N][C][=C][C][=O][Ring2][Ring1][S][Ring2][Ring1][#C][C][=C][C][=C][Branch1]
FCC=CC1CCC=NOCCCC23COC(CC=N2)Cc2ccc1cc23,[C][O][C][Branch1][C][C][C][C][=N][C][Branch1][#C][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1][N][=C][C][Branch1][Ring1][O][C][C][C][O][N][=C][Branch1][S][C][C][C][Ring1][=N][C][#Branch2][Ring1][#Branch1][=C][Ring2][Ring1][C][C][F][Ring1][=N][C][Ring2][Ring1][=C]
NN1C2CCC1NC1(C=CC=CCC3=CCN=CC3C3N=CC=C31)C2,[C][C][C][=N][C][C][=C][Ring1][=Branch1][C][C][=C][C][=C][C][Branch1][#C][N][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Ring2][Ring1][=Branch1][=C][C][Ring2][Ring1][C][=N][Ring2][Ring1][=C]
C1=CC=COC=C(OCC23CCCN2CCC3)N=C(N2CC3CCC(C2)N3)C=CN=CCC=C1,[O][C][=C][C][=C][C][=C][C][Branch2][Branch2][C][C][=N][C][=C][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][#C][O][C][C][C][C][C][N][Ring1][Branch1][C][C][C][Ring1][Branch2][=C][Ring2][Ring2][=Branch1][Ring1][N][F][=C][Ring2][Ring1][P][Ring2][Ring2][Ring1]
NC12N=COCC3=NC(OCC45CCCN4CCC5)=NC(=CF)N1CNCC1CCC(CC2NCCC3)N1,[C][N][C][C][C][C][Branch2][Ring1][Branch1][C][O][C][=N][C][Branch1][Ring2][Ring1][O][C][Branch1][C][N][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring2][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][#C][O][C][C][C][C][C][N][Ring1][Branch1][C][C][C][Ring1][Branch2][=N][C][Ring2][Ring1][Branch2][=C][Ring2][Ring1][N][F][=C][P][C][=C][C][=C][C][Ring2][Ring1]
C1#CN2CC[C@@H]3CC(C2)C3=CC=C1,[C][C@@H1][C][C][Branch1][C][C][C][Ring1][Branch1][=C][C][=C][C][=C][Ring1][C][=N][Ring1][Branch2][=C][Ring2][Ring1][O]
C#CC=CC=CC=C1C(Cl)=CC=C1C=C,[#Branch2][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][C][Branch2][Branch1][=Branch2][Cl][C][=C][C][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][N][=C][C][Branch1][#C][O][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=C][C][=N][C][Branch2][Ring1][C][C][=C][C][=C][C][Branch1][C][O][=C][C][=C][Ring1][=Branch1][C][=C]
CN1CC2CCOC(=N)C3(CC4CCC(N3)N4N)N=C(C3=CC=CC=COC3)CN=C21,[C][O][C][=C][C][=C][C][=C][Ring2][#C][N][C][=N][C][Branch1][#C][N][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch2][Ring1][C][O][C][C][C][C][N][Branch1][C][C][C][Ring1][Branch1][=N][C][Ring2][Ring1][=Branch1][=N][Ring2][Ring1][=C]
OC1C=CC=CC(O)N=C(F)c2ccncc2NCNNC=C1,[C][N][N][C][=C][C][Branch1][C][O][C][=C][C][=C][C][Branch1][C][=O][N][=C][Branch1][O][C][=C][C][=N][C][=C][Ring1][=Branch1][N][Ring2][Ring1][O][F][=C][C][=C][Ring2][Ring1][O][Ring1][=C][Branch1][C][F][C][Ring2][Ring1][C][=N][Ring2][Ring1][Branch2]
OC1=C(F)C=C2C=CC(C=C1)CC=NC2,[C][N][=C][C][Branch2][Ring1][C][C][Branch2][=C][C][C][=C][C][Branch1][C][O][=C][Branch1][C][F][C][=C][Ring1][S][C][=C][Ring1][O][Ring1][=Branch1][C][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][#C][O][C][C][C][C][C][N][Ring1][Branch1][C][C][C][Branch1][Ring2][C][Ring1][=Branch1][N][N][Ring1][=C][=C][Ring2][Ring1]
OC=CC=CCC=NC[C@H](CC=CC=CCN1CC2CCC(C1)N2)NC(CF)CF,[O][C][=C][C][=C][C][Branch2][Branch2][#C][C][=N][C][C@H1][Branch1][#C][C][C][=C][C][=C][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch2][Ring1][C@@H1][C][F][C][Branch1][C][O][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1][=C][Branch1][C][F][C][C][Ring2][Ring1][C][=N][Ring2][Ring1][=C]
FC1C2=NC3C4CN5CC(N4)C3C(=CCC2C=NCC2C=CC=C3C=CC=C(Cl)C321)N=CN=C5N=COCc1cnco1,[O][C][=N][C][=C][Ring1][Branch1][C][O][C][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][=N][C][Ring1][Branch2][=C][Ring2][Ring1][#Branch2][C][C][C][N][Ring1][C][C][C][C][=C][C][=C][C][=C][C][=C][Branch1][C][Cl][=C][Ring1][O][Ring1][#Branch1][=C][Branch1][C][F][C][Ring2][Ring1][C][=N][Ring2][Ring1][=C]
CNCCC(=C=CN=COC(N=CC=NC(C)(OC=NC=CCF)N1CC2CCC(C1)N2)[C@H]1CCC[C@H](N=CC=N)N(C)CC1)CC=CC=N,[C][N][C][C][C@H1][Branch1][O][C][C][C][C@@H1][Ring1][Branch2][N][=C][C][=N][C][Branch2][Ring1][C][O][C][=N][C][=C][=C][Branch1][Branch1][C][C][N][C][=C][C][=C][C][=N][Ring1][=Branch1][N][=C][C][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=Branch1][=C][O][C][=N][C][=C][Ring1][Branch1][C][F][=C][C][=C][C][=C][Ring1]
CC=CC=CC=CC1=NC(=CCC=NC=CC(=NC(CC2CCCC2=CC)OC)N2CC3CCC(C2)N3)C=CC=C1,[C][C][=C][C][=C][C][=C][C][Branch2][Ring1][=Branch2][C][=C][C][=C][C][=C][C][Branch2][Ring2][=Branch1][C][=N][C][=C][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][Ring1][O][C][C][C][C][C][C][C][Ring1][Branch1][=C][C][=N][Ring2][Ring1][=N]
CONCCCOCC(=O)C=NC(N)CCC=CC=CC=N,[O][=C][Branch1][#Branch2][C][O][C][C][C][N][O][Branch1][#C][C][=N][C][Branch1][C][N][C][C][C][=C][C][=C][C][=N][Ring1][O][=N][C][=C][C][Branch1][#C][O][C][C][C][C@@H1][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=C][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][O][=C][C][=C][C][=C][C][=C][Ring1][S][Ring1][=Branch1][=N][Ring2][Ring1][=C]
CC=CC=CC=C1C=C2C#CNCPC(N3CC4CCC(C3)N4)=NC1(OC1CCCN1CC=NC)C2F,[C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][C][=N][C][P][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][#C][O][C][C][C][C][N][Ring1][Branch1][C][C][Ring1][Branch2][=N][C][Ring2][Ring1][Ring1][=C][Ring2][Ring1][N][F][=C][C][Ring2][Ring2][Ring2][Ring2][Ring2][=Branch1]
CC=CC=CC=C1NCCC=NC=NC(N2CC3CCC(C2)N3)=NC2(CCCCCCN2C)C1F,[C][C][=C][C][=C][C][=C][N][Branch2][Branch1][C][C][C][C][=N][C][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][#C][C][C][C][C][C][C][N][Branch1][C@H1][C][Ring1][Branch2][=N][C][Ring2][Ring1][Branch2][=C][Ring2][Ring1][N][F]
CC=CC=CCNC(Cc1ccccc1CC)NC=NC=CC(=NC(C=CF)OC1C2CCCC2CN1N)N1CC2CCCC1N2,[C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Branch2][Branch1][C][N][C][=N][C][=C][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][#Branch1][=N][C][Branch1][#C][O][C][C][C][C][C][C][Ring1][Branch1][C][N][Ring1][Branch2][=N][C][Ring2][Ring1][=Branch2][=C][Ring2][Ring1][=Branch1][F][NH1][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring1][=Branch1]
C(=C=NS1=CC=c2c(N3CC4CCC(C3)N4)nc(OCC3CC4CCCN3C4)nc2=C1)=CN=CC[CH]CC=CC=CNC1=CC=CC=CC1,[C][C][=C][C][=C][C][=C][Ring2][=Branch1][C][=N][C][=C][C][=C][Ring1][=Branch1][C][C@H1][C][C][=N][C][=C][C][Ring1][C][=N][S][=C][Ring1][#Branch1][C][=C][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][#C][O][C][C][C][C][C][N][Ring1][Branch1][C][C][C][Ring1][=Branch1][=N][C][Ring2][Ring1][Branch2][=C][Ring2][Ring1][N]
OC1=c2ccccc2=NC2=CC#CC=C(C=NC=C1)O2,[O][C][=C][C][=C][Ring1][C][C][=C][Ring2][Ring1][=Branch1][C][=N][C][=C][C][Branch1][C][O][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring2][Ring1][Ring1][#Branch1][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring2][Ring1][N][F]
CC(F)N1CC[CH]C1CCC12CC=C3C=CC=CC(=N1)C=C(CN1CC4CCC(C1)N4)C(=CN2)N=C3,[C][C][=C][C][=C][C][=C][C][Branch2][C][=N][C][=C][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][#C][C][C][C][C@H1][C][C][N][Ring1][Branch1][C][Branch1][C][F][C][Ring2][Ring1][#Branch1][=N][C][Ring2][Ring1][=Branch1][=C][Ring2][Ring1][=Branch2][N][=C][Ring2][Ring2][C]
CC1CCC(COC(=CC=NC(=CF)c2cccccc(O)ccc2)N=C(N=CC2[CH]N(C)COCOC2)N2CC3CCC(C2)N3)N1,[C][O][C][O][C][N][Branch1][C][C][C@@H1][C][Ring1][=N][C][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][#C][O][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=C][C][=N][C][Branch2][Ring1][C][C][=C][C][=C][C][Branch1][C][O][=C][C][=C][C][=C][Ring1][O][Ring1][#Branch1][=C][Branch1][C][F]
C=CC=CC=CC(F)=CF,[F][C][=C][Branch1][C][F][C][=C][C][=C][C][=C][Ring1][O][Ring1][#C][C][C][C][C][C][=C][C][=C][C][Ring1][=Branch2][=N][C][=C][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][#C][O][C][C][C][C][C][Ring1][Branch1][C][C][Ring1][Branch2][=N][C][Ring2][Ring1][Branch2][=C][Ring2][Ring1][N][=C][Ring2][Ring2][Ring1]
CN=CC1=CC=NC1(O)N=CC1=CN=CC=COCN=CC=CC(O)C1Cl,[Cl][C][C][Branch1][C][O][C][=C][C][=N][Branch1][C][O][C][=C][C][=N][C][=C][Ring1][#C][C][=N][C][Branch1][C][O][N][=C][C][=C][Branch1][Ring2][C][=N][C][=Branch2][Ring1][=Branch1][=C][C][C][=N][C][=C][Ring1][#C][C][=C][C][=C][C][=C][Ring2][Ring1][=Branch1][N][Ring1][O][=C][C][=N][C][Branch1][#C][Cl][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1]
CC1=CC=NC=c2c3cccc2=CC=NC2=CC4C5NC(CC25)CN4C(=N1)NN1CC1=C3C=Cc1ccc(Cl)cc1N,[#N][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][C][=C][C][=C][C][N][Ring1][Ring1][=Branch1][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1]<SOS>[C][C][=C][C][=N][C][=C][C][Branch1][=Branch2][C][=C][C][=C][Ring2][Ring1][O][Ring1][=Branch1][=C][C][=N][C][Ring2][Ring1][=Branch1][=C][Ring2][Ring1][=Branch2]
FC#CC(F)C=CC=CC=CC1=NCOC=C1,[O][C][=C][C][Branch2][Ring1][C][C][=C][C][=C][C][=C][C][Branch1][C][F][C][=C][Ring1][C][F][Ring1][P][=N][C][Ring2][Ring1][#Branch1]
C=C1C=CC=C(Cl)CC(C2(F)N=CC=C(C=CCC=CC=CC=CC)C=NC=CCN3CC4CCC2(C3)N4)C=C1,[C][C][=C][C][=C][C][=C][C][C][=C][C][Branch2][Ring1][C][C][=N][C][=C][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=C][C][=N][C][Branch2][Ring1][C][C][C][=C][C][=Branch1][C][=C][C][=C][C][=C][Branch1][C][Cl][=C][Ring1][O][Ring1][#Branch1][F][=C][C][=N][Ring2][Ring1][Branch1][=C][Ring2][Ring2][Ring1]
C=NC1(C=CC=CC(O)N=CC=NC2NC3CCCC32N)N=C[C@H]2COC3(C)CC=NC3(C)CCC1C2,[C][O][C][Branch1][C][C][C][C][=N][C][Branch2][Branch1][O][C][C][C][C][C@H1][Ring1][=N][C][=N][C][Branch2][Ring1][C][C][=C][C][=C][C][Branch1][C][O][N][=C][C][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][Ring1][Branch1][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][#C][=Ring1][C][C][C][C][C][Ring1][Branch1][C@@H1][C][Ring2][Ring1][=Branch2][N][Ring1][=Branch1][=C]
CN=CCCCCCCN=C(C=CO)C=NC=CCN1CC2CCC(C1)N2,[O][C][=C][C][Branch2][Ring1][C][C][=N][C][=C][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][#C][C][C][C][C][C][C][N][Branch1][C][C][Ring1][C][=N][Ring1][Branch2][=N][Ring2][Ring1][#Branch2][F][=C][Ring2][Ring2][Ring2][Ring2][Ring1][Ring2][Ring1][=Branch1]
CC=Cc1ccccc1C(C)N=CC1=CC=CC=CC1N=CC(O)C(C=CC=CC=N)=CF,[F][C][=C][Branch1][O][C][=C][C][=C][C][=N][Ring1][#Branch1][C][=N][C][Branch1][C][O][C][=N][C][Branch2][Branch1][P][C][=C][C][=C][C][=C][Ring1][#Branch1][C][=N][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring1][#C][=C][C]
NCC[C@H](O)Cl,[N][C][C][C@H1][Branch1][C][O][Cl][C][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][#C][O][C][C][C][C][C][Ring1][Branch1][C][C][Ring1][Ring1][=N][C][Ring2][Ring2][Branch1][Ring1][N][=C][C][=C][C][=C][Ring2][Ring2][Ring1][=Branch2]
CC1=C2N=C3CCC(F)N=C1C2=CC=CC=CCN1CC2CCC(N2)C31,[C][Branch2][C][=C][C][=C][C][=C][C][=C][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch2][Ring1][C][F][C][=C][C][=C][C][Branch1][#C][C][O][C][C][C][C][N][Ring1][Branch1][C][C][C][Ring1][Branch2][=N][C][Ring2][Ring1][#Branch1][=C][Ring2][Ring2][Ring1][=C][Ring2][Ring2][Ring1]
